Graph,Vertices,Edges,Prim Cost,Kruskal Cost,Prim Ops,Kruskal Ops,Prim Time (ms),Kruskal Time (ms)
1,4,4,97,97,983,138,0,100,0,070
2,10,14,97,97,983,138,0,100,0,070
3,25,38,97,97,983,138,0,100,0,070
